"stock_name","isin","industry","quantity","market_value_in_lacs","scheme_code","scheme_name"
"PCBL CHEMICAL LTD.","INE602A01031","Chemicals & Petrochemicals",3600000.0,15080.4,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"QUESS CORP LTD.","INE615P01015","Commercial Services & Supplies",4875848.0,14727.5,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"NIPPON LIFE INDIA ASSET MANAGEMENT LTD.","INE298J01013","Capital Markets",1820266.0,14563.04,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"CIE AUTOMOTIVE INDIA LTD.","INE536H01010","Auto Components",3232701.0,14324.1,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"GOKALDAS EXPORTS LTD.","INE887G01027","Textiles & Apparels",1503967.0,13540.97,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"COHANCE LIFESCIENCES LTD.","INE03QK01018","Pharmaceuticals & Biotechnology",1329000.0,12863.39,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"HIKAL LTD.","INE475B01022","Pharmaceuticals & Biotechnology",3300000.0,11843.7,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"CELLO WORLD LTD","INE0LMW01024","Consumer Durables",1692675.0,10329.55,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"AKZO NOBEL INDIA LTD.","INE133A01011","Consumer Durables",287484.0,9818.44,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"DIGITIDE SOLUTIONS LTD.","INE0U4701011","IT - Services",4804600.0,9423.26,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"CARTRADE TECH LTD.","INE290S01011","Retailing",528313.0,8985.02,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"VIP INDUSTRIES LTD.","INE054A01027","Consumer Durables",2117326.0,8917.12,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"TRANSPORT CORPORATION OF INDIA LTD.","INE688A01022","Transport Services",782332.0,8841.92,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"FINOLEX CABLES LTD.","INE235A01022","Industrial Products",900700.0,8823.26,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"ACME SOLAR HOLDINGS LTD.","INE622W01025","Power",3504521.0,8733.27,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"ALIVUS LIFE SCIENCES LTD","INE03Q201024","Pharmaceuticals & Biotechnology",797203.0,8016.67,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"R R KABEL LTD","INE777K01022","Industrial Products",539278.0,7272.7,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"EUREKA FORBES LTD","INE0KCE01017","Consumer Durables",1121339.0,6684.3,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"RAMCO INDUSTRIES LTD.","INE614A01028","Other Construction Materials",2281581.0,6301.73,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"VARDHMAN SPECIAL STEELS LTD","INE050M01012","Industrial Products",2378601.0,6231.93,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"ALLCARGO GLOBAL LOGISTICS LTD.","INE418H01029","Transport Services",17112968.0,6064.84,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"MM FORGINGS LTD.","INE227C01017","Auto Components",1576286.0,6053.73,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"RALLIS INDIA LTD.","INE613A01020","Fertilizers & Agrochemicals",1735877.0,5623.37,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"EVEREADY INDUSTRIES INDIA LTD.","INE128A01029","Household Products",1772916.0,5566.96,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"NATCO PHARMA LTD.","INE987B01026","Pharmaceuticals & Biotechnology",549064.0,5087.9,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"GANESHA ECOSPHERE LTD.","INE845D01014","Textiles & Apparels",336348.0,5028.07,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"NETWEB TECHNOLOGIES INDIA LTD","INE0NT901020","IT - Services",266002.0,4908.27,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"BLUSPRING ENTERPRISES LTD.","INE0U4101014","Commercial Services & Supplies",4804600.0,3648.61,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"BALRAMPUR CHINI MILLS LTD.","INE119A01028","Agricultural Food & other Products",502135.0,2981.93,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"AUTOMOTIVE AXLES LTD.","INE449A01011","Auto Components",143392.0,2567.0,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"TRANSINDIA REAL ESTATE LIMITED","INE0O3901029","Transport Services",3095712.0,1103.62,145208,"Tata Small Cap Fund-Regular Plan-Growth"
